

=== Predictions on test data ===

    inst#     actual  predicted error prediction
      134        1:?   1:lncRNA       0.879 
      135        1:?   1:lncRNA       0.879 
      136        1:?   1:lncRNA       0.834 
      137        1:?   1:lncRNA       0.904 
      138        1:?   1:lncRNA       0.879 
      139        1:?   1:lncRNA       0.879 
      140        1:?   1:lncRNA       0.834 
      141        1:?   1:lncRNA       0.879 
      142        1:?   1:lncRNA       0.879 
      143        1:?   1:lncRNA       0.879 
      144        1:?   1:lncRNA       0.904 
      145        1:?   1:lncRNA       0.904 
      146        1:?   1:lncRNA       0.879 
      147        1:?   1:lncRNA       0.834 
      148        1:?   1:lncRNA       0.879 
      149        1:?   1:lncRNA       0.904 
      150        1:?   1:lncRNA       0.834 
      151        1:?   1:lncRNA       0.879 
      152        1:?   1:lncRNA       0.834 
      153        1:?   1:lncRNA       0.879 
      154        1:?   1:lncRNA       0.879 
      155        1:?   1:lncRNA       0.834 
      156        1:?   1:lncRNA       0.834 
      157        1:?   1:lncRNA       0.834 
      158        1:?   1:lncRNA       0.879 
      159        1:?   1:lncRNA       0.834 
      160        1:?   1:lncRNA       0.879 
      161        1:?   1:lncRNA       0.904 
      162        1:?   1:lncRNA       0.904 
      163        1:?   1:lncRNA       0.904 
      164        1:?   1:lncRNA       0.879 
      165        1:?   1:lncRNA       0.879 
      166        1:?   1:lncRNA       0.879 
      167        1:?   1:lncRNA       0.886 
      168        1:?   1:lncRNA       0.886 
      169        1:?   1:lncRNA       0.879 
      170        1:?   1:lncRNA       0.879 
      171        1:?   1:lncRNA       0.904 
      172        1:?   1:lncRNA       0.879 
      173        1:?   1:lncRNA       0.904 
      174        1:?   1:lncRNA       0.879 
      175        1:?   1:lncRNA       0.904 
      176        1:?   1:lncRNA       0.904 
      177        1:?   1:lncRNA       0.834 
      178        1:?   1:lncRNA       0.834 
      179        1:?   1:lncRNA       0.834 
      180        1:?   1:lncRNA       0.879 
      181        1:?   1:lncRNA       0.834 
      182        1:?   1:lncRNA       0.834 
      183        1:?   1:lncRNA       0.834 
      184        1:?   1:lncRNA       0.879 
      185        1:?   1:lncRNA       0.904 
      186        1:?   1:lncRNA       0.834 
      187        1:?   1:lncRNA       0.834 
      188        1:?   1:lncRNA       0.834 
      189        1:?   1:lncRNA       0.879 
      190        1:?   1:lncRNA       0.879 
      191        1:?   1:lncRNA       0.904 
      192        1:?   1:lncRNA       0.904 
      193        1:?   1:lncRNA       0.834 
      194        1:?   1:lncRNA       0.904 
      195        1:?   1:lncRNA       0.904 
      196        1:?   1:lncRNA       0.834 
      197        1:?   1:lncRNA       0.904 
      198        1:?   1:lncRNA       0.879 
      199        1:?   1:lncRNA       0.879 
      200        1:?   1:lncRNA       0.834 
      201        1:?   1:lncRNA       0.879 
      202        1:?   1:lncRNA       0.879 
      203        1:?   1:lncRNA       0.904 
      204        1:?   1:lncRNA       0.904 
      205        1:?   1:lncRNA       0.834 
      206        1:?   1:lncRNA       0.879 
      207        1:?   1:lncRNA       0.886 
      208        1:?   1:lncRNA       0.904 
      209        1:?   1:lncRNA       0.879 
      210        1:?   1:lncRNA       0.834 
      211        1:?   1:lncRNA       0.879 
      212        1:?   1:lncRNA       0.904 
      213        1:?   1:lncRNA       0.904 
      214        1:?   1:lncRNA       0.834 
      215        1:?   1:lncRNA       0.879 
      216        1:?   1:lncRNA       0.879 
      217        1:?   1:lncRNA       0.904 
      218        1:?   1:lncRNA       0.834 
      219        1:?   1:lncRNA       0.879 
      220        1:?   1:lncRNA       0.904 
      221        1:?   1:lncRNA       0.904 
      222        1:?   1:lncRNA       0.879 
      223        1:?   1:lncRNA       0.834 
      224        1:?   1:lncRNA       0.834 
      225        1:?   1:lncRNA       0.904 
      226        1:?   1:lncRNA       0.904 
      227        1:?   1:lncRNA       0.879 
      228        1:?   1:lncRNA       0.879 
      229        1:?   1:lncRNA       0.879 
      230        1:?   1:lncRNA       0.879 
      231        1:?   1:lncRNA       0.904 
      232        1:?   1:lncRNA       0.904 
      233        1:?   1:lncRNA       0.879 
      234        1:?   1:lncRNA       0.834 
      235        1:?   1:lncRNA       0.879 
      236        1:?   1:lncRNA       0.904 
      237        1:?   1:lncRNA       0.879 
      238        1:?   1:lncRNA       0.904 
      239        1:?   1:lncRNA       0.834 
      240        1:?   1:lncRNA       0.834 
      241        1:?   1:lncRNA       0.879 
      242        1:?   1:lncRNA       0.834 
      243        1:?   1:lncRNA       0.834 
      244        1:?   1:lncRNA       0.834 
      245        1:?   1:lncRNA       0.834 
      246        1:?   1:lncRNA       0.879 
      247        1:?   1:lncRNA       0.879 
      248        1:?   1:lncRNA       0.879 
      249        1:?   1:lncRNA       0.879 
      250        1:?   1:lncRNA       0.834 
      251        1:?   1:lncRNA       0.834 
      252        1:?   1:lncRNA       0.834 
      253        1:?   1:lncRNA       0.879 
      254        1:?   1:lncRNA       0.879 
      255        1:?   1:lncRNA       0.879 
      256        1:?   1:lncRNA       0.879 
      257        1:?   1:lncRNA       0.879 
      258        1:?   1:lncRNA       0.879 
      259        1:?   1:lncRNA       0.879 
      260        1:?   1:lncRNA       0.879 
      261        1:?   1:lncRNA       0.904 
      262        1:?   1:lncRNA       0.879 
      263        1:?   1:lncRNA       0.834 
      264        1:?   1:lncRNA       0.879 
      265        1:?   1:lncRNA       0.879 
      266        1:?   1:lncRNA       0.834 
      267        1:?   1:lncRNA       0.904 
      268        1:?   1:lncRNA       0.879 
      269        1:?   1:lncRNA       0.904 
      270        1:?   1:lncRNA       0.834 
      271        1:?   1:lncRNA       0.879 
      272        1:?   1:lncRNA       0.879 
      273        1:?   1:lncRNA       0.834 
      274        1:?   1:lncRNA       0.904 
      275        1:?   1:lncRNA       0.834 
      276        1:?   1:lncRNA       0.834 
      277        1:?   1:lncRNA       0.904 
      278        1:?   1:lncRNA       0.879 
      279        1:?   1:lncRNA       0.879 
      280        1:?   1:lncRNA       0.879 
      281        1:?   1:lncRNA       0.904 
      282        1:?   1:lncRNA       0.834 
      283        1:?   1:lncRNA       0.879 
      284        1:?   1:lncRNA       0.904 
      285        1:?   1:lncRNA       0.879 
      286        1:?   1:lncRNA       0.879 
      287        1:?   1:lncRNA       0.879 
      288        1:?   1:lncRNA       0.879 
      289        1:?   1:lncRNA       0.879 
      290        1:?   1:lncRNA       0.879 
      291        1:?   1:lncRNA       0.879 
      292        1:?   1:lncRNA       0.879 
      293        1:?   1:lncRNA       0.879 
      294        1:?   1:lncRNA       0.879 
      295        1:?   1:lncRNA       0.834 
      296        1:?   1:lncRNA       0.879 
      297        1:?   1:lncRNA       0.834 
      298        1:?   1:lncRNA       0.904 
      299        1:?   1:lncRNA       0.879 
      300        1:?   1:lncRNA       0.879 
      301        1:?   1:lncRNA       0.879 
      302        1:?   1:lncRNA       0.879 
      303        1:?   1:lncRNA       0.879 
      304        1:?   1:lncRNA       0.879 
      305        1:?   1:lncRNA       0.879 
      306        1:?   1:lncRNA       0.886 
      307        1:?   1:lncRNA       0.834 
      308        1:?   1:lncRNA       0.879 
      309        1:?   1:lncRNA       0.879 
      310        1:?   1:lncRNA       0.834 
      311        1:?   1:lncRNA       0.834 
      312        1:?   1:lncRNA       0.834 
      313        1:?   1:lncRNA       0.834 
      314        1:?   1:lncRNA       0.834 
      315        1:?   1:lncRNA       0.904 
      316        1:?   1:lncRNA       0.879 
      317        1:?   1:lncRNA       0.879 
      318        1:?   1:lncRNA       0.879 
      319        1:?   1:lncRNA       0.904 
      320        1:?   1:lncRNA       0.904 
      321        1:?   1:lncRNA       0.834 
      322        1:?   1:lncRNA       0.904 
      323        1:?   1:lncRNA       0.834 
      324        1:?   1:lncRNA       0.834 
      325        1:?   1:lncRNA       0.904 
      326        1:?   1:lncRNA       0.879 
      327        1:?   1:lncRNA       0.879 
      328        1:?   1:lncRNA       0.904 
      329        1:?   1:lncRNA       0.879 
      330        1:?   1:lncRNA       0.879 
      331        1:?   1:lncRNA       0.834 
      332        1:?   1:lncRNA       0.834 
      333        1:?   1:lncRNA       0.834 
      334        1:?   1:lncRNA       0.834 
      335        1:?   1:lncRNA       0.879 
      336        1:?   1:lncRNA       0.834 
      337        1:?   1:lncRNA       0.879 
      338        1:?   1:lncRNA       0.834 
      339        1:?   1:lncRNA       0.879 
      340        1:?   1:lncRNA       0.879 
      341        1:?   1:lncRNA       0.834 
      342        1:?   1:lncRNA       0.904 
      343        1:?     2:mRNA       0.714 
      344        1:?   1:lncRNA       0.904 
      345        1:?   1:lncRNA       0.879 
      346        1:?   1:lncRNA       0.904 
      347        1:?   1:lncRNA       0.879 
      348        1:?   1:lncRNA       0.904 
      349        1:?   1:lncRNA       0.834 
      350        1:?   1:lncRNA       0.834 
      351        1:?   1:lncRNA       0.834 
      352        1:?   1:lncRNA       0.904 
      353        1:?   1:lncRNA       0.904 
      354        1:?   1:lncRNA       0.904 
      355        1:?   1:lncRNA       0.879 
      356        1:?   1:lncRNA       0.834 
      357        1:?     2:mRNA       0.714 
      358        1:?     2:mRNA       0.714 
      359        1:?   1:lncRNA       0.879 
      360        1:?   1:lncRNA       0.879 
      361        1:?   1:lncRNA       0.834 
      362        1:?   1:lncRNA       0.879 
      363        1:?   1:lncRNA       0.904 
      364        1:?   1:lncRNA       0.834 
      365        1:?   1:lncRNA       0.904 
      366        1:?   1:lncRNA       0.879 
      367        1:?   1:lncRNA       0.879 
      368        1:?   1:lncRNA       0.904 
      369        1:?   1:lncRNA       0.904 
      370        1:?   1:lncRNA       0.879 
      371        1:?   1:lncRNA       0.834 
      372        1:?   1:lncRNA       0.879 
      373        1:?   1:lncRNA       0.834 
      374        1:?   1:lncRNA       0.834 
      375        1:?   1:lncRNA       0.904 
      376        1:?   1:lncRNA       0.904 
      377        1:?   1:lncRNA       0.879 
      378        1:?   1:lncRNA       0.879 
      379        1:?   1:lncRNA       0.834 
      380        1:?   1:lncRNA       0.904 
      381        1:?   1:lncRNA       0.904 
      382        1:?   1:lncRNA       0.834 
      383        1:?   1:lncRNA       0.879 
      384        1:?   1:lncRNA       0.879 
      385        1:?   1:lncRNA       0.834 
      386        1:?   1:lncRNA       0.879 
      387        1:?   1:lncRNA       0.879 
      388        1:?   1:lncRNA       0.834 
      389        1:?   1:lncRNA       0.904 
      390        1:?   1:lncRNA       0.904 
      391        1:?   1:lncRNA       0.904 
      392        1:?   1:lncRNA       0.879 
      393        1:?   1:lncRNA       0.879 
      394        1:?   1:lncRNA       0.879 
      395        1:?   1:lncRNA       0.834 
      396        1:?   1:lncRNA       0.879 
      397        1:?   1:lncRNA       0.879 
      398        1:?   1:lncRNA       0.904 
      399        1:?   1:lncRNA       0.904 
      400        1:?   1:lncRNA       0.904 
      401        1:?   1:lncRNA       0.904 
      402        1:?   1:lncRNA       0.904 
      403        1:?   1:lncRNA       0.834 
      404        1:?   1:lncRNA       0.904 
      405        1:?   1:lncRNA       0.834 
      406        1:?   1:lncRNA       0.879 
      407        1:?   1:lncRNA       0.904 
      408        1:?   1:lncRNA       0.834 
      409        1:?   1:lncRNA       0.879 
      410        1:?   1:lncRNA       0.879 
      411        1:?   1:lncRNA       0.879 
      412        1:?   1:lncRNA       0.879 
      413        1:?   1:lncRNA       0.879 
      414        1:?   1:lncRNA       0.879 
      415        1:?   1:lncRNA       0.879 
      416        1:?   1:lncRNA       0.879 
      417        1:?   1:lncRNA       0.879 
      418        1:?   1:lncRNA       0.834 
      419        1:?   1:lncRNA       0.834 
      420        1:?   1:lncRNA       0.879 
      421        1:?   1:lncRNA       0.904 
      422        1:?   1:lncRNA       0.879 
      423        1:?   1:lncRNA       0.834 
      424        1:?   1:lncRNA       0.879 
      425        1:?   1:lncRNA       0.879 
      426        1:?   1:lncRNA       0.904 
      427        1:?   1:lncRNA       0.834 
      428        1:?   1:lncRNA       0.886 
      429        1:?   1:lncRNA       0.879 
      430        1:?   1:lncRNA       0.879 
      431        1:?   1:lncRNA       0.879 
      432        1:?   1:lncRNA       0.879 
      433        1:?   1:lncRNA       0.879 
      434        1:?   1:lncRNA       0.904 
      435        1:?   1:lncRNA       0.879 
      436        1:?   1:lncRNA       0.904 
      437        1:?   1:lncRNA       0.879 
      438        1:?   1:lncRNA       0.879 
      439        1:?   1:lncRNA       0.834 
      440        1:?   1:lncRNA       0.834 
      441        1:?   1:lncRNA       0.834 
      442        1:?   1:lncRNA       0.879 
      443        1:?   1:lncRNA       0.879 
      444        1:?   1:lncRNA       0.834 
      445        1:?   1:lncRNA       0.879 
      446        1:?   1:lncRNA       0.879 
      447        1:?   1:lncRNA       0.904 
      448        1:?   1:lncRNA       0.834 
      449        1:?   1:lncRNA       0.879 
      450        1:?   1:lncRNA       0.879 
      451        1:?   1:lncRNA       0.879 
      452        1:?   1:lncRNA       0.879 
      453        1:?   1:lncRNA       0.879 
      454        1:?   1:lncRNA       0.879 
      455        1:?   1:lncRNA       0.904 
      456        1:?   1:lncRNA       0.834 
      457        1:?   1:lncRNA       0.904 
      458        1:?   1:lncRNA       0.879 
      459        1:?   1:lncRNA       0.879 
      460        1:?   1:lncRNA       0.879 
      461        1:?   1:lncRNA       0.879 
      462        1:?   1:lncRNA       0.834 
      463        1:?   1:lncRNA       0.879 
      464        1:?   1:lncRNA       0.879 
      465        1:?   1:lncRNA       0.904 
      466        1:?   1:lncRNA       0.834 
      467        1:?   1:lncRNA       0.904 
      468        1:?   1:lncRNA       0.834 
      469        1:?   1:lncRNA       0.879 
      470        1:?   1:lncRNA       0.879 
      471        1:?   1:lncRNA       0.879 
      472        1:?   1:lncRNA       0.879 
      473        1:?   1:lncRNA       0.879 
      474        1:?   1:lncRNA       0.904 
      475        1:?   1:lncRNA       0.904 
      476        1:?   1:lncRNA       0.904 
      477        1:?   1:lncRNA       0.879 
      478        1:?   1:lncRNA       0.834 
      479        1:?   1:lncRNA       0.904 
      480        1:?   1:lncRNA       0.834 
      481        1:?   1:lncRNA       0.834 
      482        1:?   1:lncRNA       0.879 
      483        1:?   1:lncRNA       0.886 
      484        1:?   1:lncRNA       0.879 
      485        1:?   1:lncRNA       0.834 
      486        1:?   1:lncRNA       0.834 
      487        1:?   1:lncRNA       0.879 
      488        1:?   1:lncRNA       0.834 
      489        1:?   1:lncRNA       0.879 
      490        1:?   1:lncRNA       0.834 
      491        1:?   1:lncRNA       0.879 
      492        1:?   1:lncRNA       0.886 
      493        1:?   1:lncRNA       0.834 
      494        1:?   1:lncRNA       0.879 
      495        1:?   1:lncRNA       0.879 
      496        1:?   1:lncRNA       0.904 
      497        1:?   1:lncRNA       0.904 
      498        1:?   1:lncRNA       0.834 
      499        1:?   1:lncRNA       0.904 
      500        1:?   1:lncRNA       0.879 
      501        1:?   1:lncRNA       0.834 
      502        1:?   1:lncRNA       0.834 
      503        1:?   1:lncRNA       0.834 
      504        1:?   1:lncRNA       0.834 
      505        1:?   1:lncRNA       0.834 
      506        1:?   1:lncRNA       0.879 
      507        1:?   1:lncRNA       0.879 
      508        1:?   1:lncRNA       0.879 
      509        1:?   1:lncRNA       0.879 
      510        1:?   1:lncRNA       0.834 
      511        1:?   1:lncRNA       0.879 
      512        1:?   1:lncRNA       0.879 
      513        1:?   1:lncRNA       0.879 
      514        1:?   1:lncRNA       0.904 
      515        1:?   1:lncRNA       0.879 
      516        1:?   1:lncRNA       0.879 
      517        1:?   1:lncRNA       0.904 
      518        1:?   1:lncRNA       0.834 
      519        1:?   1:lncRNA       0.834 
      520        1:?   1:lncRNA       0.879 
      521        1:?   1:lncRNA       0.879 
      522        1:?   1:lncRNA       0.904 
      523        1:?   1:lncRNA       0.904 
      524        1:?   1:lncRNA       0.879 
      525        1:?   1:lncRNA       0.834 
      526        1:?   1:lncRNA       0.879 
      527        1:?   1:lncRNA       0.904 
      528        1:?   1:lncRNA       0.879 
      529        1:?   1:lncRNA       0.879 
      530        1:?   1:lncRNA       0.904 
      531        1:?   1:lncRNA       0.904 
      532        1:?   1:lncRNA       0.834 
      533        1:?   1:lncRNA       0.879 
      534        1:?   1:lncRNA       0.834 
      535        1:?   1:lncRNA       0.879 
      536        1:?   1:lncRNA       0.879 
      537        1:?   1:lncRNA       0.834 
      538        1:?   1:lncRNA       0.834 
      539        1:?   1:lncRNA       0.879 
      540        1:?   1:lncRNA       0.834 
      541        1:?   1:lncRNA       0.886 
      542        1:?   1:lncRNA       0.879 
      543        1:?   1:lncRNA       0.834 
      544        1:?   1:lncRNA       0.904 
      545        1:?   1:lncRNA       0.879 
      546        1:?   1:lncRNA       0.879 
      547        1:?   1:lncRNA       0.904 
      548        1:?   1:lncRNA       0.879 
      549        1:?   1:lncRNA       0.879 
      550        1:?   1:lncRNA       0.879 
      551        1:?   1:lncRNA       0.879 
      552        1:?   1:lncRNA       0.879 
      553        1:?   1:lncRNA       0.879 
      554        1:?   1:lncRNA       0.879 
      555        1:?   1:lncRNA       0.834 
      556        1:?   1:lncRNA       0.879 
      557        1:?   1:lncRNA       0.834 
      558        1:?   1:lncRNA       0.904 
      559        1:?   1:lncRNA       0.834 
      560        1:?   1:lncRNA       0.904 
      561        1:?   1:lncRNA       0.879 
      562        1:?   1:lncRNA       0.834 
      563        1:?   1:lncRNA       0.879 
      564        1:?   1:lncRNA       0.879 
      565        1:?   1:lncRNA       0.879 
      566        1:?   1:lncRNA       0.834 
      567        1:?   1:lncRNA       0.879 
      568        1:?   1:lncRNA       0.834 
      569        1:?   1:lncRNA       0.904 
      570        1:?   1:lncRNA       0.834 
      571        1:?   1:lncRNA       0.904 
      572        1:?   1:lncRNA       0.879 
      573        1:?   1:lncRNA       0.879 
      574        1:?   1:lncRNA       0.834 
      575        1:?   1:lncRNA       0.904 
      576        1:?   1:lncRNA       0.834 
      577        1:?   1:lncRNA       0.834 
      578        1:?   1:lncRNA       0.879 
      579        1:?   1:lncRNA       0.879 
      580        1:?   1:lncRNA       0.834 
      581        1:?   1:lncRNA       0.904 
      582        1:?   1:lncRNA       0.834 
      583        1:?   1:lncRNA       0.904 
      584        1:?   1:lncRNA       0.834 
      585        1:?   1:lncRNA       0.904 
      586        1:?   1:lncRNA       0.879 
      587        1:?   1:lncRNA       0.904 
      588        1:?   1:lncRNA       0.904 
      589        1:?   1:lncRNA       0.904 
      590        1:?   1:lncRNA       0.834 
      591        1:?   1:lncRNA       0.879 
      592        1:?   1:lncRNA       0.904 
      593        1:?   1:lncRNA       0.834 
      594        1:?   1:lncRNA       0.879 
      595        1:?   1:lncRNA       0.879 
      596        1:?   1:lncRNA       0.834 
      597        1:?   1:lncRNA       0.879 
      598        1:?   1:lncRNA       0.879 
      599        1:?   1:lncRNA       0.904 
      600        1:?   1:lncRNA       0.904 
      601        1:?   1:lncRNA       0.879 
      602        1:?   1:lncRNA       0.904 
      603        1:?   1:lncRNA       0.879 
      604        1:?   1:lncRNA       0.904 
      605        1:?   1:lncRNA       0.904 
      606        1:?   1:lncRNA       0.879 
      607        1:?   1:lncRNA       0.879 
      608        1:?   1:lncRNA       0.904 
      609        1:?   1:lncRNA       0.879 
      610        1:?   1:lncRNA       0.834 
      611        1:?   1:lncRNA       0.879 
      612        1:?   1:lncRNA       0.879 
      613        1:?   1:lncRNA       0.904 
      614        1:?   1:lncRNA       0.834 
      615        1:?   1:lncRNA       0.879 
      616        1:?   1:lncRNA       0.879 
      617        1:?   1:lncRNA       0.834 
      618        1:?   1:lncRNA       0.904 
      619        1:?   1:lncRNA       0.879 
      620        1:?   1:lncRNA       0.879 
      621        1:?   1:lncRNA       0.879 
      622        1:?   1:lncRNA       0.834 
      623        1:?   1:lncRNA       0.834 
      624        1:?   1:lncRNA       0.879 
      625        1:?   1:lncRNA       0.834 
      626        1:?   1:lncRNA       0.879 
      627        1:?   1:lncRNA       0.879 
      628        1:?   1:lncRNA       0.879 
      629        1:?   1:lncRNA       0.879 
      630        1:?   1:lncRNA       0.904 
      631        1:?   1:lncRNA       0.879 
      632        1:?   1:lncRNA       0.879 
      633        1:?   1:lncRNA       0.879 
      634        1:?   1:lncRNA       0.879 
      635        1:?   1:lncRNA       0.904 
      636        1:?   1:lncRNA       0.904 
      637        1:?   1:lncRNA       0.879 
      638        1:?   1:lncRNA       0.879 
      639        1:?   1:lncRNA       0.879 
      640        1:?   1:lncRNA       0.879 
      641        1:?   1:lncRNA       0.879 
      642        1:?   1:lncRNA       0.879 
      643        1:?   1:lncRNA       0.834 
      644        1:?   1:lncRNA       0.904 
      645        1:?   1:lncRNA       0.904 
      646        1:?   1:lncRNA       0.879 
      647        1:?   1:lncRNA       0.879 
      648        1:?   1:lncRNA       0.879 
      649        1:?   1:lncRNA       0.834 
      650        1:?   1:lncRNA       0.879 
      651        1:?   1:lncRNA       0.834 
      652        1:?   1:lncRNA       0.834 
      653        1:?   1:lncRNA       0.834 
      654        1:?   1:lncRNA       0.834 
      655        1:?   1:lncRNA       0.879 
      656        1:?   1:lncRNA       0.879 
      657        1:?   1:lncRNA       0.904 
      658        1:?   1:lncRNA       0.834 
      659        1:?   1:lncRNA       0.904 
      660        1:?   1:lncRNA       0.904 
      661        1:?   1:lncRNA       0.904 
      662        1:?   1:lncRNA       0.904 
      663        1:?   1:lncRNA       0.879 
      664        1:?   1:lncRNA       0.879 
      665        1:?   1:lncRNA       0.879 
      666        1:?   1:lncRNA       0.904 
      667        1:?   1:lncRNA       0.834 
      668        1:?   1:lncRNA       0.879 
      669        1:?   1:lncRNA       0.834 
      670        1:?   1:lncRNA       0.879 
      671        1:?   1:lncRNA       0.834 
      672        1:?     2:mRNA       0.714 
      673        1:?   1:lncRNA       0.879 
      674        1:?   1:lncRNA       0.879 
      675        1:?   1:lncRNA       0.879 
      676        1:?   1:lncRNA       0.904 
      677        1:?   1:lncRNA       0.834 
      678        1:?   1:lncRNA       0.879 
      679        1:?   1:lncRNA       0.879 
      680        1:?   1:lncRNA       0.834 
      681        1:?   1:lncRNA       0.904 
      682        1:?   1:lncRNA       0.879 
      683        1:?   1:lncRNA       0.904 
      684        1:?   1:lncRNA       0.879 
      685        1:?   1:lncRNA       0.834 
      686        1:?   1:lncRNA       0.834 
      687        1:?   1:lncRNA       0.834 
      688        1:?   1:lncRNA       0.879 
      689        1:?   1:lncRNA       0.834 
      690        1:?   1:lncRNA       0.834 
      691        1:?   1:lncRNA       0.879 
      692        1:?   1:lncRNA       0.904 
      693        1:?   1:lncRNA       0.879 
      694        1:?   1:lncRNA       0.879 
      695        1:?   1:lncRNA       0.904 
      696        1:?   1:lncRNA       0.879 
      697        1:?   1:lncRNA       0.879 
