

=== Predictions on test data ===

    inst#     actual  predicted error prediction
      206        1:?   1:lncRNA       0.904 
      207        1:?   1:lncRNA       0.879 
      208        1:?   1:lncRNA       0.904 
      209        1:?   1:lncRNA       0.904 
      210        1:?   1:lncRNA       0.834 
      211        1:?   1:lncRNA       0.904 
      212        1:?   1:lncRNA       0.879 
      213        1:?   1:lncRNA       0.879 
      214        1:?   1:lncRNA       0.904 
      215        1:?   1:lncRNA       0.834 
      216        1:?   1:lncRNA       0.834 
      217        1:?   1:lncRNA       0.904 
      218        1:?   1:lncRNA       0.879 
      219        1:?   1:lncRNA       0.879 
      220        1:?   1:lncRNA       0.879 
      221        1:?   1:lncRNA       0.879 
      222        1:?   1:lncRNA       0.879 
      223        1:?   1:lncRNA       0.834 
      224        1:?   1:lncRNA       0.879 
      225        1:?   1:lncRNA       0.879 
      226        1:?   1:lncRNA       0.834 
      227        1:?   1:lncRNA       0.834 
      228        1:?   1:lncRNA       0.904 
      229        1:?   1:lncRNA       0.834 
      230        1:?   1:lncRNA       0.904 
      231        1:?   1:lncRNA       0.904 
      232        1:?   1:lncRNA       0.879 
      233        1:?   1:lncRNA       0.834 
      234        1:?   1:lncRNA       0.879 
      235        1:?   1:lncRNA       0.879 
      236        1:?   1:lncRNA       0.879 
      237        1:?   1:lncRNA       0.879 
      238        1:?   1:lncRNA       0.834 
      239        1:?   1:lncRNA       0.834 
      240        1:?   1:lncRNA       0.904 
      241        1:?   1:lncRNA       0.834 
      242        1:?   1:lncRNA       0.834 
      243        1:?   1:lncRNA       0.904 
      244        1:?   1:lncRNA       0.904 
      245        1:?   1:lncRNA       0.904 
      246        1:?   1:lncRNA       0.904 
      247        1:?   1:lncRNA       0.904 
      248        1:?   1:lncRNA       0.879 
      249        1:?   1:lncRNA       0.904 
      250        1:?   1:lncRNA       0.879 
      251        1:?   1:lncRNA       0.904 
      252        1:?   1:lncRNA       0.904 
      253        1:?   1:lncRNA       0.904 
      254        1:?   1:lncRNA       0.834 
      255        1:?   1:lncRNA       0.904 
      256        1:?   1:lncRNA       0.834 
      257        1:?   1:lncRNA       0.886 
      258        1:?   1:lncRNA       0.834 
      259        1:?   1:lncRNA       0.879 
      260        1:?   1:lncRNA       0.879 
      261        1:?   1:lncRNA       0.834 
      262        1:?   1:lncRNA       0.879 
      263        1:?   1:lncRNA       0.834 
      264        1:?   1:lncRNA       0.834 
      265        1:?   1:lncRNA       0.834 
      266        1:?   1:lncRNA       0.879 
      267        1:?   1:lncRNA       0.834 
      268        1:?   1:lncRNA       0.834 
      269        1:?   1:lncRNA       0.879 
      270        1:?   1:lncRNA       0.834 
      271        1:?   1:lncRNA       0.904 
      272        1:?   1:lncRNA       0.904 
      273        1:?   1:lncRNA       0.904 
      274        1:?   1:lncRNA       0.904 
      275        1:?   1:lncRNA       0.834 
      276        1:?   1:lncRNA       0.879 
      277        1:?   1:lncRNA       0.904 
      278        1:?   1:lncRNA       0.834 
      279        1:?   1:lncRNA       0.904 
      280        1:?   1:lncRNA       0.879 
      281        1:?   1:lncRNA       0.904 
      282        1:?   1:lncRNA       0.879 
      283        1:?   1:lncRNA       0.834 
      284        1:?   1:lncRNA       0.834 
      285        1:?   1:lncRNA       0.879 
      286        1:?   1:lncRNA       0.879 
      287        1:?   1:lncRNA       0.879 
      288        1:?   1:lncRNA       0.879 
      289        1:?   1:lncRNA       0.879 
      290        1:?   1:lncRNA       0.904 
      291        1:?   1:lncRNA       0.834 
      292        1:?   1:lncRNA       0.834 
      293        1:?   1:lncRNA       0.834 
      294        1:?   1:lncRNA       0.879 
      295        1:?   1:lncRNA       0.834 
      296        1:?   1:lncRNA       0.904 
      297        1:?   1:lncRNA       0.879 
      298        1:?   1:lncRNA       0.834 
      299        1:?   1:lncRNA       0.834 
      300        1:?   1:lncRNA       0.879 
      301        1:?   1:lncRNA       0.879 
      302        1:?   1:lncRNA       0.904 
      303        1:?   1:lncRNA       0.904 
      304        1:?   1:lncRNA       0.834 
      305        1:?   1:lncRNA       0.879 
      306        1:?   1:lncRNA       0.879 
      307        1:?   1:lncRNA       0.904 
      308        1:?   1:lncRNA       0.904 
      309        1:?   1:lncRNA       0.834 
      310        1:?   1:lncRNA       0.904 
      311        1:?   1:lncRNA       0.834 
      312        1:?   1:lncRNA       0.834 
      313        1:?   1:lncRNA       0.834 
      314        1:?   1:lncRNA       0.904 
      315        1:?   1:lncRNA       0.879 
      316        1:?   1:lncRNA       0.879 
      317        1:?   1:lncRNA       0.879 
      318        1:?   1:lncRNA       0.904 
      319        1:?   1:lncRNA       0.834 
      320        1:?   1:lncRNA       0.879 
      321        1:?   1:lncRNA       0.879 
      322        1:?   1:lncRNA       0.834 
      323        1:?   1:lncRNA       0.834 
      324        1:?   1:lncRNA       0.879 
      325        1:?   1:lncRNA       0.879 
      326        1:?   1:lncRNA       0.834 
      327        1:?   1:lncRNA       0.834 
      328        1:?   1:lncRNA       0.834 
      329        1:?   1:lncRNA       0.834 
      330        1:?   1:lncRNA       0.904 
      331        1:?   1:lncRNA       0.904 
      332        1:?   1:lncRNA       0.879 
      333        1:?   1:lncRNA       0.879 
      334        1:?   1:lncRNA       0.879 
      335        1:?   1:lncRNA       0.904 
      336        1:?   1:lncRNA       0.904 
      337        1:?   1:lncRNA       0.879 
      338        1:?   1:lncRNA       0.879 
      339        1:?   1:lncRNA       0.834 
      340        1:?   1:lncRNA       0.879 
      341        1:?   1:lncRNA       0.834 
      342        1:?   1:lncRNA       0.879 
      343        1:?   1:lncRNA       0.904 
      344        1:?   1:lncRNA       0.879 
      345        1:?   1:lncRNA       0.904 
      346        1:?   1:lncRNA       0.879 
      347        1:?   1:lncRNA       0.879 
      348        1:?   1:lncRNA       0.879 
      349        1:?   1:lncRNA       0.834 
      350        1:?   1:lncRNA       0.904 
      351        1:?   1:lncRNA       0.904 
      352        1:?   1:lncRNA       0.834 
      353        1:?   1:lncRNA       0.879 
      354        1:?   1:lncRNA       0.879 
      355        1:?   1:lncRNA       0.904 
      356        1:?   1:lncRNA       0.879 
      357        1:?   1:lncRNA       0.879 
      358        1:?   1:lncRNA       0.834 
      359        1:?   1:lncRNA       0.834 
      360        1:?   1:lncRNA       0.879 
      361        1:?   1:lncRNA       0.834 
      362        1:?   1:lncRNA       0.879 
      363        1:?   1:lncRNA       0.879 
      364        1:?   1:lncRNA       0.879 
      365        1:?   1:lncRNA       0.904 
      366        1:?   1:lncRNA       0.834 
      367        1:?   1:lncRNA       0.834 
      368        1:?   1:lncRNA       0.834 
      369        1:?   1:lncRNA       0.879 
      370        1:?   1:lncRNA       0.879 
      371        1:?   1:lncRNA       0.879 
      372        1:?   1:lncRNA       0.904 
      373        1:?   1:lncRNA       0.834 
      374        1:?   1:lncRNA       0.879 
      375        1:?   1:lncRNA       0.904 
      376        1:?   1:lncRNA       0.834 
      377        1:?   1:lncRNA       0.879 
      378        1:?   1:lncRNA       0.834 
      379        1:?   1:lncRNA       0.879 
      380        1:?   1:lncRNA       0.834 
      381        1:?   1:lncRNA       0.904 
      382        1:?   1:lncRNA       0.879 
      383        1:?   1:lncRNA       0.879 
      384        1:?   1:lncRNA       0.879 
      385        1:?   1:lncRNA       0.879 
      386        1:?   1:lncRNA       0.879 
      387        1:?   1:lncRNA       0.879 
      388        1:?   1:lncRNA       0.879 
      389        1:?   1:lncRNA       0.904 
      390        1:?   1:lncRNA       0.834 
      391        1:?   1:lncRNA       0.904 
      392        1:?   1:lncRNA       0.904 
      393        1:?   1:lncRNA       0.879 
      394        1:?   1:lncRNA       0.879 
      395        1:?   1:lncRNA       0.879 
      396        1:?   1:lncRNA       0.904 
      397        1:?   1:lncRNA       0.904 
      398        1:?   1:lncRNA       0.879 
      399        1:?   1:lncRNA       0.879 
      400        1:?   1:lncRNA       0.879 
      401        1:?   1:lncRNA       0.879 
      402        1:?   1:lncRNA       0.879 
      403        1:?   1:lncRNA       0.879 
      404        1:?   1:lncRNA       0.904 
      405        1:?   1:lncRNA       0.834 
      406        1:?   1:lncRNA       0.879 
      407        1:?   1:lncRNA       0.879 
      408        1:?   1:lncRNA       0.879 
      409        1:?   1:lncRNA       0.879 
      410        1:?   1:lncRNA       0.879 
      411        1:?   1:lncRNA       0.879 
      412        1:?   1:lncRNA       0.904 
      413        1:?   1:lncRNA       0.879 
      414        1:?   1:lncRNA       0.834 
      415        1:?   1:lncRNA       0.904 
      416        1:?   1:lncRNA       0.879 
      417        1:?   1:lncRNA       0.879 
      418        1:?   1:lncRNA       0.834 
      419        1:?   1:lncRNA       0.904 
      420        1:?   1:lncRNA       0.879 
      421        1:?   1:lncRNA       0.904 
      422        1:?   1:lncRNA       0.904 
      423        1:?   1:lncRNA       0.879 
      424        1:?   1:lncRNA       0.879 
      425        1:?   1:lncRNA       0.879 
      426        1:?   1:lncRNA       0.879 
      427        1:?   1:lncRNA       0.879 
      428        1:?   1:lncRNA       0.904 
      429        1:?   1:lncRNA       0.886 
      430        1:?   1:lncRNA       0.886 
      431        1:?   1:lncRNA       0.886 
      432        1:?   1:lncRNA       0.904 
      433        1:?   1:lncRNA       0.879 
      434        1:?   1:lncRNA       0.834 
      435        1:?   1:lncRNA       0.834 
      436        1:?   1:lncRNA       0.834 
      437        1:?   1:lncRNA       0.904 
      438        1:?   1:lncRNA       0.879 
      439        1:?   1:lncRNA       0.879 
      440        1:?   1:lncRNA       0.904 
      441        1:?   1:lncRNA       0.904 
      442        1:?   1:lncRNA       0.879 
      443        1:?   1:lncRNA       0.879 
      444        1:?   1:lncRNA       0.904 
      445        1:?   1:lncRNA       0.879 
      446        1:?   1:lncRNA       0.904 
      447        1:?   1:lncRNA       0.834 
      448        1:?   1:lncRNA       0.904 
      449        1:?   1:lncRNA       0.879 
      450        1:?   1:lncRNA       0.904 
      451        1:?   1:lncRNA       0.904 
      452        1:?   1:lncRNA       0.834 
      453        1:?   1:lncRNA       0.834 
      454        1:?   1:lncRNA       0.879 
      455        1:?   1:lncRNA       0.834 
      456        1:?   1:lncRNA       0.904 
      457        1:?   1:lncRNA       0.834 
      458        1:?   1:lncRNA       0.904 
      459        1:?   1:lncRNA       0.879 
      460        1:?   1:lncRNA       0.834 
      461        1:?   1:lncRNA       0.904 
      462        1:?   1:lncRNA       0.904 
      463        1:?   1:lncRNA       0.834 
      464        1:?   1:lncRNA       0.904 
      465        1:?   1:lncRNA       0.834 
      466        1:?   1:lncRNA       0.879 
      467        1:?   1:lncRNA       0.904 
      468        1:?   1:lncRNA       0.904 
      469        1:?   1:lncRNA       0.879 
      470        1:?   1:lncRNA       0.834 
      471        1:?   1:lncRNA       0.879 
      472        1:?   1:lncRNA       0.879 
      473        1:?   1:lncRNA       0.834 
      474        1:?   1:lncRNA       0.879 
      475        1:?   1:lncRNA       0.879 
      476        1:?   1:lncRNA       0.879 
      477        1:?   1:lncRNA       0.886 
      478        1:?   1:lncRNA       0.904 
      479        1:?   1:lncRNA       0.879 
      480        1:?   1:lncRNA       0.834 
      481        1:?   1:lncRNA       0.834 
      482        1:?   1:lncRNA       0.879 
      483        1:?   1:lncRNA       0.879 
      484        1:?   1:lncRNA       0.879 
      485        1:?   1:lncRNA       0.879 
      486        1:?   1:lncRNA       0.879 
      487        1:?   1:lncRNA       0.879 
      488        1:?   1:lncRNA       0.904 
      489        1:?   1:lncRNA       0.879 
      490        1:?   1:lncRNA       0.879 
      491        1:?   1:lncRNA       0.879 
      492        1:?   1:lncRNA       0.834 
      493        1:?   1:lncRNA       0.834 
      494        1:?   1:lncRNA       0.904 
      495        1:?   1:lncRNA       0.834 
      496        1:?   1:lncRNA       0.879 
      497        1:?   1:lncRNA       0.879 
      498        1:?   1:lncRNA       0.879 
      499        1:?   1:lncRNA       0.834 
      500        1:?   1:lncRNA       0.879 
      501        1:?   1:lncRNA       0.904 
      502        1:?   1:lncRNA       0.879 
      503        1:?   1:lncRNA       0.904 
      504        1:?   1:lncRNA       0.834 
      505        1:?   1:lncRNA       0.834 
      506        1:?   1:lncRNA       0.879 
      507        1:?   1:lncRNA       0.879 
      508        1:?   1:lncRNA       0.904 
      509        1:?   1:lncRNA       0.879 
      510        1:?   1:lncRNA       0.879 
      511        1:?   1:lncRNA       0.879 
      512        1:?   1:lncRNA       0.904 
      513        1:?   1:lncRNA       0.879 
      514        1:?   1:lncRNA       0.904 
      515        1:?   1:lncRNA       0.879 
      516        1:?   1:lncRNA       0.904 
      517        1:?   1:lncRNA       0.879 
      518        1:?   1:lncRNA       0.834 
      519        1:?   1:lncRNA       0.834 
      520        1:?   1:lncRNA       0.879 
      521        1:?   1:lncRNA       0.904 
      522        1:?   1:lncRNA       0.879 
      523        1:?   1:lncRNA       0.904 
      524        1:?   1:lncRNA       0.904 
      525        1:?   1:lncRNA       0.879 
      526        1:?   1:lncRNA       0.879 
      527        1:?   1:lncRNA       0.879 
      528        1:?   1:lncRNA       0.879 
      529        1:?   1:lncRNA       0.879 
      530        1:?   1:lncRNA       0.879 
      531        1:?   1:lncRNA       0.879 
      532        1:?   1:lncRNA       0.834 
      533        1:?   1:lncRNA       0.904 
      534        1:?   1:lncRNA       0.834 
      535        1:?   1:lncRNA       0.904 
      536        1:?   1:lncRNA       0.879 
      537        1:?   1:lncRNA       0.879 
      538        1:?   1:lncRNA       0.904 
      539        1:?   1:lncRNA       0.879 
      540        1:?   1:lncRNA       0.879 
      541        1:?   1:lncRNA       0.904 
      542        1:?   1:lncRNA       0.834 
      543        1:?   1:lncRNA       0.834 
      544        1:?   1:lncRNA       0.879 
      545        1:?   1:lncRNA       0.879 
      546        1:?   1:lncRNA       0.886 
      547        1:?   1:lncRNA       0.904 
      548        1:?   1:lncRNA       0.879 
      549        1:?   1:lncRNA       0.834 
      550        1:?   1:lncRNA       0.904 
      551        1:?   1:lncRNA       0.879 
      552        1:?   1:lncRNA       0.879 
      553        1:?   1:lncRNA       0.904 
      554        1:?   1:lncRNA       0.879 
      555        1:?   1:lncRNA       0.879 
      556        1:?   1:lncRNA       0.886 
      557        1:?   1:lncRNA       0.879 
      558        1:?   1:lncRNA       0.879 
      559        1:?   1:lncRNA       0.834 
      560        1:?   1:lncRNA       0.879 
      561        1:?   1:lncRNA       0.879 
      562        1:?   1:lncRNA       0.879 
      563        1:?   1:lncRNA       0.879 
      564        1:?   1:lncRNA       0.904 
      565        1:?   1:lncRNA       0.879 
      566        1:?   1:lncRNA       0.904 
      567        1:?   1:lncRNA       0.879 
      568        1:?   1:lncRNA       0.879 
      569        1:?   1:lncRNA       0.879 
      570        1:?   1:lncRNA       0.879 
      571        1:?   1:lncRNA       0.834 
      572        1:?   1:lncRNA       0.834 
      573        1:?   1:lncRNA       0.904 
      574        1:?   1:lncRNA       0.879 
      575        1:?   1:lncRNA       0.879 
      576        1:?   1:lncRNA       0.879 
      577        1:?   1:lncRNA       0.879 
      578        1:?   1:lncRNA       0.834 
      579        1:?   1:lncRNA       0.879 
      580        1:?   1:lncRNA       0.904 
      581        1:?   1:lncRNA       0.904 
      582        1:?   1:lncRNA       0.904 
      583        1:?   1:lncRNA       0.879 
      584        1:?   1:lncRNA       0.834 
      585        1:?   1:lncRNA       0.904 
      586        1:?   1:lncRNA       0.886 
      587        1:?   1:lncRNA       0.834 
      588        1:?   1:lncRNA       0.879 
      589        1:?   1:lncRNA       0.879 
      590        1:?   1:lncRNA       0.879 
      591        1:?   1:lncRNA       0.904 
      592        1:?   1:lncRNA       0.904 
      593        1:?   1:lncRNA       0.879 
      594        1:?   1:lncRNA       0.879 
      595        1:?   1:lncRNA       0.879 
      596        1:?   1:lncRNA       0.879 
      597        1:?   1:lncRNA       0.879 
      598        1:?   1:lncRNA       0.879 
      599        1:?   1:lncRNA       0.904 
      600        1:?   1:lncRNA       0.904 
      601        1:?   1:lncRNA       0.904 
      602        1:?   1:lncRNA       0.834 
      603        1:?   1:lncRNA       0.879 
      604        1:?   1:lncRNA       0.834 
      605        1:?   1:lncRNA       0.904 
      606        1:?   1:lncRNA       0.879 
      607        1:?   1:lncRNA       0.879 
      608        1:?   1:lncRNA       0.879 
      609        1:?   1:lncRNA       0.879 
      610        1:?   1:lncRNA       0.879 
      611        1:?   1:lncRNA       0.904 
      612        1:?   1:lncRNA       0.879 
      613        1:?   1:lncRNA       0.879 
      614        1:?   1:lncRNA       0.904 
      615        1:?   1:lncRNA       0.904 
      616        1:?   1:lncRNA       0.834 
      617        1:?   1:lncRNA       0.879 
      618        1:?   1:lncRNA       0.879 
      619        1:?   1:lncRNA       0.834 
      620        1:?   1:lncRNA       0.834 
      621        1:?   1:lncRNA       0.879 
      622        1:?   1:lncRNA       0.879 
      623        1:?   1:lncRNA       0.904 
      624        1:?   1:lncRNA       0.904 
      625        1:?   1:lncRNA       0.904 
      626        1:?   1:lncRNA       0.879 
      627        1:?   1:lncRNA       0.834 
      628        1:?   1:lncRNA       0.879 
      629        1:?   1:lncRNA       0.886 
      630        1:?   1:lncRNA       0.879 
      631        1:?   1:lncRNA       0.879 
      632        1:?   1:lncRNA       0.879 
      633        1:?   1:lncRNA       0.904 
      634        1:?   1:lncRNA       0.879 
      635        1:?   1:lncRNA       0.879 
      636        1:?   1:lncRNA       0.904 
      637        1:?   1:lncRNA       0.834 
      638        1:?   1:lncRNA       0.879 
      639        1:?   1:lncRNA       0.879 
      640        1:?   1:lncRNA       0.904 
      641        1:?   1:lncRNA       0.879 
      642        1:?   1:lncRNA       0.904 
      643        1:?   1:lncRNA       0.904 
      644        1:?   1:lncRNA       0.904 
      645        1:?   1:lncRNA       0.879 
      646        1:?   1:lncRNA       0.879 
      647        1:?   1:lncRNA       0.904 
      648        1:?   1:lncRNA       0.834 
      649        1:?   1:lncRNA       0.904 
      650        1:?   1:lncRNA       0.904 
      651        1:?   1:lncRNA       0.904 
      652        1:?   1:lncRNA       0.904 
      653        1:?   1:lncRNA       0.904 
      654        1:?   1:lncRNA       0.879 
      655        1:?   1:lncRNA       0.879 
      656        1:?   1:lncRNA       0.879 
      657        1:?   1:lncRNA       0.834 
      658        1:?   1:lncRNA       0.904 
      659        1:?   1:lncRNA       0.834 
      660        1:?   1:lncRNA       0.904 
      661        1:?   1:lncRNA       0.879 
      662        1:?   1:lncRNA       0.834 
      663        1:?   1:lncRNA       0.834 
      664        1:?   1:lncRNA       0.904 
      665        1:?   1:lncRNA       0.904 
      666        1:?   1:lncRNA       0.879 
      667        1:?   1:lncRNA       0.834 
      668        1:?   1:lncRNA       0.879 
      669        1:?   1:lncRNA       0.879 
      670        1:?   1:lncRNA       0.879 
      671        1:?   1:lncRNA       0.879 
      672        1:?   1:lncRNA       0.879 
      673        1:?   1:lncRNA       0.904 
      674        1:?   1:lncRNA       0.904 
      675        1:?   1:lncRNA       0.879 
      676        1:?   1:lncRNA       0.904 
      677        1:?   1:lncRNA       0.886 
      678        1:?   1:lncRNA       0.904 
      679        1:?   1:lncRNA       0.904 
      680        1:?   1:lncRNA       0.834 
      681        1:?   1:lncRNA       0.879 
      682        1:?   1:lncRNA       0.904 
      683        1:?   1:lncRNA       0.904 
      684        1:?   1:lncRNA       0.879 
      685        1:?   1:lncRNA       0.879 
      686        1:?   1:lncRNA       0.904 
      687        1:?   1:lncRNA       0.886 
      688        1:?   1:lncRNA       0.834 
      689        1:?   1:lncRNA       0.834 
      690        1:?   1:lncRNA       0.879 
      691        1:?   1:lncRNA       0.834 
      692        1:?   1:lncRNA       0.904 
      693        1:?   1:lncRNA       0.904 
      694        1:?   1:lncRNA       0.904 
      695        1:?   1:lncRNA       0.879 
      696        1:?   1:lncRNA       0.879 
      697        1:?   1:lncRNA       0.834 
